A,B,A,D,C,D,B,B,D,B,D,B,C,D,D,C,D,B,D,B,C,D,D,B,A,B,A,B,D,C,C,A,D,D,B,C,C,D,A,C,D,C,C,A,C,B,D,D,C,B,0
B,D,B,B,C,C,D,B,D,C,B,C,A,A,B,A,A,B,D,C,B,B,D,D,C,B,B,C,D,D,D,A,C,C,A,D,D,D,B,D,B,A,D,A,C,D,A,B,B,B,6
A,B,C,B,C,D,C,A,A,A,C,B,C,D,A,C,C,B,A,B,A,B,B,D,C,A,C,D,B,D,A,A,C,C,B,B,D,D,A,B,C,D,C,D,C,C,D,B,A,D,8
C,C,B,D,A,C,C,C,B,C,D,D,C,A,A,C,B,A,A,A,A,C,A,D,C,D,B,D,B,B,A,C,C,D,C,B,A,B,B,D,C,A,A,B,A,B,B,B,A,A,8
D,D,B,C,B,A,D,B,B,D,C,A,C,C,A,C,D,B,A,A,B,A,C,A,D,D,A,C,C,A,D,C,A,B,A,C,D,B,C,C,A,D,C,C,D,D,B,C,B,A,4
D,C,B,A,B,C,D,B,C,C,A,D,B,D,C,D,D,A,D,C,B,D,B,A,D,A,B,A,C,D,D,A,B,B,C,A,A,B,B,B,D,A,B,D,D,A,D,D,C,B,5
B,B,D,B,C,B,C,B,D,A,A,C,C,A,C,B,A,B,D,A,D,A,D,B,D,A,A,B,C,A,D,B,A,A,B,D,A,D,D,B,B,D,A,B,B,A,D,C,C,C,4
C,B,C,C,A,A,B,C,C,A,C,A,A,B,C,A,D,A,A,D,D,A,D,A,D,C,A,C,A,C,B,B,B,A,C,C,D,C,D,C,B,B,D,C,B,D,D,A,A,A,1
B,A,A,A,C,D,B,C,B,C,B,C,A,D,A,D,C,A,A,D,A,D,C,A,B,B,A,B,C,C,A,A,D,B,C,C,B,D,A,C,C,B,A,D,D,B,C,B,B,A,2
B,D,A,A,B,C,C,C,B,B,B,B,D,C,A,B,C,B,B,B,B,A,B,A,C,A,B,A,C,A,A,A,C,D,B,A,B,D,A,C,B,A,C,B,A,C,C,B,D,C,7
D,D,D,A,C,B,A,D,C,C,A,B,B,D,D,A,B,D,A,C,A,A,D,B,B,B,D,C,C,A,A,A,A,B,B,C,B,C,A,A,A,C,C,B,A,A,D,D,A,C,6
B,B,D,A,B,A,B,B,A,C,B,B,A,D,C,D,D,B,D,D,B,A,C,D,D,B,B,B,D,A,A,B,B,C,D,C,D,C,B,B,C,B,B,B,C,A,D,C,C,B,4
D,D,C,D,D,C,D,D,D,B,D,B,A,A,C,C,A,C,D,C,D,B,C,D,B,D,A,C,D,A,B,A,C,B,B,C,B,D,B,D,D,A,B,C,B,D,D,D,C,D,9
A,D,D,B,A,A,D,D,B,D,A,B,B,C,D,C,C,D,D,A,C,D,C,C,B,C,D,B,B,D,D,B,C,B,B,C,C,A,D,C,D,B,C,A,C,D,D,C,C,B,4
C,B,C,B,C,B,A,D,C,C,B,D,D,C,A,C,D,C,C,D,C,C,C,D,C,C,A,A,A,D,D,A,B,A,C,D,B,B,A,C,D,A,C,A,D,B,D,A,B,D,2
D,D,C,D,D,D,A,B,C,B,D,C,A,B,B,C,D,D,D,A,A,A,C,C,B,D,D,C,B,B,B,D,B,B,C,B,C,C,A,C,D,C,B,B,B,B,A,A,A,A,10
C,A,C,C,B,B,D,B,B,D,D,A,D,C,D,D,D,A,B,C,B,B,B,A,A,A,C,D,D,D,A,B,B,A,C,B,C,D,A,D,D,B,A,C,C,A,A,D,B,A,2
D,C,D,C,B,D,D,D,A,D,B,C,B,D,A,D,D,C,D,D,D,B,D,A,B,D,C,B,A,B,B,A,B,A,B,A,A,D,A,B,D,C,B,A,D,C,D,B,D,C,6
A,C,C,B,B,A,B,C,D,A,A,C,A,D,C,B,B,B,D,B,A,B,A,A,B,B,D,C,D,D,A,B,A,C,D,D,C,C,A,C,C,C,C,D,C,A,A,B,D,C,0
A,D,D,D,D,B,B,D,D,C,A,C,C,B,B,A,D,D,B,B,B,C,C,A,A,A,A,A,D,A,C,C,C,A,B,B,C,A,B,D,B,D,B,A,C,C,D,C,A,A,2
D,C,C,B,D,B,A,B,D,B,D,D,D,B,B,A,D,A,D,D,C,B,B,A,B,B,C,D,C,D,A,C,D,C,C,C,A,C,B,A,B,C,B,B,B,C,A,A,A,C,9
A,A,D,C,C,A,A,B,A,A,A,C,B,D,B,C,C,A,A,C,B,B,C,D,C,B,C,B,C,D,D,A,A,C,D,C,D,B,C,B,C,A,D,D,C,D,A,B,C,D,10
B,D,A,D,A,C,D,B,B,B,A,C,C,C,B,B,B,D,D,B,A,B,D,B,A,C,C,C,D,D,A,C,C,C,B,C,C,A,D,B,B,D,C,C,C,A,A,A,A,B,7
D,D,A,A,A,B,A,A,A,B,B,C,D,C,C,B,C,B,D,B,D,B,B,A,D,A,A,D,B,A,B,C,A,C,D,B,D,B,A,A,D,D,B,B,C,A,A,C,B,A,5
D,C,A,B,D,B,D,A,A,B,C,B,A,D,C,C,D,B,B,C,C,A,A,C,C,D,B,B,D,D,C,C,B,C,D,B,D,A,C,D,A,C,A,C,D,D,C,C,D,B,7
D,D,A,C,A,A,C,A,B,B,B,C,B,C,B,A,C,D,B,A,A,A,A,A,C,B,A,C,A,C,A,A,C,A,C,B,C,A,D,C,B,A,C,C,D,B,A,B,A,A,6
D,A,C,C,B,A,B,A,B,B,D,C,C,A,D,B,D,D,D,B,A,D,B,A,D,B,D,B,B,D,D,D,A,A,D,A,B,A,A,A,B,C,D,A,D,D,D,B,A,B,2
D,D,C,D,B,B,C,D,A,C,B,C,C,C,A,C,C,C,A,C,C,D,C,A,C,B,C,A,B,C,D,D,B,A,C,D,C,D,A,A,A,B,A,C,D,D,D,A,C,C,10
D,B,D,B,C,D,D,A,D,C,A,C,C,C,D,B,B,B,C,A,A,A,C,C,C,C,D,A,C,D,C,D,B,D,B,A,D,B,B,B,C,D,C,D,A,D,A,C,C,B,7
A,B,C,C,B,C,C,B,A,C,C,A,C,D,A,B,C,B,C,D,A,B,A,B,B,C,C,B,A,C,C,C,A,B,C,A,B,B,C,A,D,C,B,B,B,A,C,B,D,C,0
C,D,A,A,B,C,D,C,C,C,D,C,C,D,C,A,A,B,B,C,D,C,B,D,A,A,D,D,B,B,D,A,A,C,B,B,B,A,C,A,A,D,C,D,C,B,D,C,D,D,3
D,D,D,A,D,B,A,D,D,B,A,A,B,D,A,A,B,A,C,B,B,A,C,D,D,A,D,D,C,A,B,D,C,D,D,B,D,B,B,C,D,B,B,D,C,A,C,C,D,D,2
D,A,C,D,C,C,A,B,A,C,A,D,B,C,A,A,C,D,B,D,D,B,C,B,C,A,B,A,A,A,B,D,C,C,D,A,A,D,D,C,C,A,D,B,B,D,C,C,C,A,9
C,A,A,D,A,D,D,A,D,B,B,B,B,D,A,D,A,C,B,C,A,A,D,A,C,A,D,B,D,B,B,B,B,D,D,C,B,B,B,B,A,D,D,D,C,B,C,C,A,B,8
B,D,B,A,C,C,A,A,C,C,C,D,C,A,B,D,D,B,A,B,D,D,D,A,C,A,D,B,B,B,B,B,A,D,C,C,C,A,B,B,C,B,C,B,C,C,C,C,B,B,0
B,B,D,B,D,D,C,B,C,C,A,B,B,A,C,B,D,D,A,C,A,D,D,D,A,A,B,B,C,C,C,C,A,A,B,B,B,B,D,D,D,D,A,B,D,A,C,A,C,D,9
D,C,C,D,A,D,C,C,D,B,C,A,A,A,C,B,C,A,B,C,D,A,D,A,D,A,D,C,B,C,D,B,A,C,C,D,A,D,A,B,D,D,A,C,A,C,C,B,A,D,2
D,D,B,D,A,D,D,C,B,B,A,C,C,C,D,C,A,D,C,C,B,A,C,A,A,D,C,D,A,D,A,D,A,B,D,B,D,D,C,B,A,D,A,D,B,B,A,D,B,A,10
B,C,B,D,A,C,A,C,B,D,D,C,A,C,A,D,B,B,B,B,A,A,A,D,B,D,C,C,D,D,B,D,B,C,B,A,D,A,B,D,B,B,D,B,A,B,A,B,B,C,3
A,D,C,D,B,C,D,B,C,A,A,B,D,C,B,B,D,A,B,D,C,D,A,C,A,B,C,D,A,A,D,A,B,D,C,A,C,B,B,A,D,B,D,B,C,B,A,B,A,C,10
C,C,A,B,C,A,C,D,B,C,B,A,D,D,B,B,D,A,C,D,D,B,A,A,C,A,B,B,A,B,D,A,A,B,C,C,C,C,B,A,B,A,D,B,C,C,B,C,B,A,2
A,C,B,B,A,A,A,B,C,C,C,B,B,C,C,C,A,B,A,D,A,D,B,A,D,D,A,B,D,D,A,B,D,D,B,A,C,C,B,A,A,D,D,A,B,A,D,A,A,D,6
A,C,B,D,A,B,D,C,A,A,C,B,A,A,C,B,B,A,D,A,C,B,B,C,A,D,D,B,A,B,A,A,D,D,D,C,A,C,B,A,B,A,C,D,C,C,D,C,C,D,10
C,D,C,B,C,A,D,A,A,C,A,A,B,D,B,B,C,C,D,B,C,C,D,A,A,D,D,B,C,B,B,D,D,A,B,B,C,B,A,D,D,C,B,D,C,D,A,C,A,B,4
C,B,C,C,D,A,A,A,C,B,B,A,B,A,C,A,B,B,B,B,D,A,C,C,D,A,B,D,D,B,A,B,C,C,C,A,C,D,C,C,C,C,C,A,B,C,D,D,A,D,2
D,A,D,B,D,B,C,B,B,C,B,A,C,A,C,D,A,D,D,C,D,B,C,D,A,A,B,A,B,A,A,B,D,D,C,D,A,D,C,B,B,B,C,D,B,C,B,C,A,D,2
B,B,B,A,A,A,C,B,B,A,C,B,C,A,D,D,C,D,D,A,C,A,A,C,A,D,D,A,C,D,C,B,D,A,B,A,C,D,C,B,C,C,C,C,A,A,D,B,A,D,9
B,A,B,C,C,B,C,A,C,C,D,D,B,A,B,A,B,C,C,A,A,B,D,D,A,D,B,A,B,A,B,D,D,D,C,D,B,C,D,D,C,D,A,B,B,D,D,D,D,B,1
